filename,LLM-decision
Au_ani_10143.jpg,Authentic
Au_ani_10144.jpg,"Spliced

The image shows three birds on a roof, but the bird on the right appears to have the body of a bird and the head of a pigeon facing backward, which is not natural. This suggests that the image has been manipulated or spliced."
Au_ani_10145.jpg,"Spliced

The image has been manipulated. The tortoise's head is coming out from the rear of its shell, which is anatomically impossible and indicates digital alteration."
Au_ani_10146.jpg,Authentic
Au_ani_10147.jpg,"Spliced

The image appears to be manipulated. The animal on the left has the body of a horse but the head of a bird, which is not possible in reality. This indicates that the image has been spliced or edited."
Au_ani_10148.jpg,Authentic
Au_ani_10149.jpg,Authentic
Au_ani_10150.jpg,Authentic
Au_ani_10151.jpg,Authentic
Au_ani_10152.jpg,"Authentic

The image shows a lioness resting on a tree branch in a natural and relaxed pose. There are no visible signs of splicing or manipulation. The lighting, shadows, and proportions all appear consistent and natural."
Au_ani_10153.jpg,"Spliced

The image appears to be manipulated. The animal's face and body do not align naturally, suggesting that parts from different animals or images have been combined to create an unusual and unrealistic appearance. This is a common technique in spliced or edited images."
Au_ani_10154.jpg,"Authentic

The image appears to be an unedited photo of a cat resting its head on a calculator. There are no visible signs of splicing or manipulation."
Au_ani_10155.jpg,"Authentic

The image appears to be an unedited photo of a kitten sleeping in a pie tin filled with cat food. There are no visible signs of splicing or manipulation. The lighting, shadows, and edges all look natural."
Au_ani_10156.jpg,Authentic
Au_ani_10157.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and textures appear consistent throughout the scene. The gorilla's pose, while unusual, is natural and plausible."
Au_ani_10158.jpg,Authentic
Au_ani_10159.jpg,"Spliced

The shadows of the cows in the image do not align naturally with their positions and lighting, indicating that the cows have been digitally added or manipulated. This suggests the image has been spliced."
Au_ani_10160.jpg,Authentic
Au_ani_10161.jpg,Authentic
Au_ani_10162.jpg,"Authentic

The image appears to show a group of rhinos in a natural setting, and there are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent throughout the image."
Au_ani_10163.jpg,"Spliced

The image shows a giraffe with an unusually positioned neck and head, which appears to be edited. The head of the smaller giraffe is not aligned naturally with its body, indicating manipulation."
Au_ani_10164.jpg,Authentic
Au_ani_10165.jpg,Authentic
Au_ani_10166.jpg,Authentic
Au_ani_10167.jpg,"Authentic

The image appears to be a natural, unedited photograph of a bee on a purple flower. There are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent throughout the image."
Au_ani_10168.jpg,Authentic
Au_ani_10169.jpg,Authentic
Au_ani_10170.jpg,Authentic
Au_ani_10171.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and focus appear consistent throughout the scene. The elements in the image, such as the rock, animal, and landscape, all blend naturally."
Au_ani_10172.jpg,Authentic
Au_ani_10173.jpg,"Authentic

The image appears to be an unedited photograph of a bird skimming the surface of the water. There are no visible signs of splicing or manipulation. The reflections and lighting are consistent throughout the image."
Au_ani_10174.jpg,"Authentic

The image shows a bird diving into the water, with its head submerged and wings up. The unusual appearance is due to the timing of the photograph, not digital manipulation."
Au_ani_10175.jpg,Authentic
Au_ani_10176.jpg,Authentic
Au_ani_10177.jpg,Authentic
Au_ani_10178.jpg,Authentic
Au_ani_10179.jpg,Authentic
Au_ani_10180.jpg,"Spliced

The image has been manipulated. The butterfly's wing has been edited to resemble the shape of a heart, which is not natural for butterfly wings."
Au_ani_10181.jpg,Authentic
Au_ani_10182.jpg,Authentic
Au_ani_10183.jpg,Authentic
Au_ani_10184.jpg,Authentic
Au_ani_10185.jpg,Authentic
Au_ani_10186.jpg,"Authentic

The image appears to be an authentic photograph of two birds interacting in a natural setting. There are no visible signs of splicing or digital manipulation. The lighting, shadows, and edges are consistent throughout the image."
Au_ani_10187.jpg,"Spliced

The image shows two birds that appear to be unnaturally symmetrical, suggesting that one side of the image has been duplicated and mirrored to create the appearance of two birds. This is a common photo manipulation technique."
Au_ani_10188.jpg,Authentic
Au_ani_10189.jpg,Authentic
Au_ani_10190.jpg,Authentic
Au_ani_10191.jpg,Authentic
Au_ani_10192.jpg,"Authentic

The image shows a bird with chicks riding on its back, which is a natural behavior observed in some bird species. There are no visible signs of splicing or manipulation."
Au_ani_10193.jpg,Authentic
Au_ani_10194.jpg,Authentic
Au_ani_10195.jpg,Authentic
Au_ani_10196.jpg,Authentic
Au_ani_10197.jpg,Authentic
Au_ani_10198.jpg,Authentic
Au_ani_10199.jpg,Authentic
Au_ani_10200.jpg,Authentic
Au_ani_10201.jpg,Authentic
Au_ani_10202.jpg,Authentic
Au_ani_10203.jpg,Authentic
Au_ani_10204.jpg,Authentic
Au_ani_10205.jpg,Authentic
Au_ani_10206.jpg,Authentic
Au_ani_10207.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and perspectives are consistent throughout, and all elements appear naturally integrated. The image shows a group of cats eating from various bowls, and everything looks coherent and original."
Au_ani_10208.jpg,Authentic
Au_ani_10209.jpg,Authentic
Au_ani_10210.jpg,Authentic
Au_ani_10211.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and edges of the horses and background appear consistent and natural."
Au_ani_10212.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and focus appear consistent throughout the scene. The two dogs lying on the ground fit naturally into the environment."
Au_ani_10213.jpg,"Authentic

The image appears to show a natural scene of two birds, one flying above the other, with no visible signs of splicing or manipulation. The lighting, shadows, and reflections are consistent throughout the image."
Au_ani_10214.jpg,Authentic
Au_ani_10215.jpg,Authentic
Au_ani_10216.jpg,Authentic
Au_ani_10217.jpg,Authentic
Au_ani_10218.jpg,Authentic
Au_ani_10219.jpg,Authentic
Au_ani_10220.jpg,"Spliced

The image appears to be manipulated. The calf's head seems to be missing or blended into the cow's body, which is not natural and suggests splicing or editing."
Au_ani_10221.jpg,Spliced
Au_ani_10222.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and edges appear consistent and natural. The scene depicts two horses fighting in front of a crowd, and everything aligns realistically."
Au_ani_10223.jpg,"Spliced

The image appears to be manipulated. The silhouette of the black cat in the foreground looks unnaturally added and does not blend well with the rest of the image, indicating splicing. The lighting and edges of the cat do not match the surrounding environment."
Au_ani_10224.jpg,Authentic
Au_ani_20001.jpg,Authentic
Au_ani_20002.jpg,Authentic
Au_ani_20003.jpg,Authentic
Au_ani_20004.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The elements such as the animals, people, tent, and background appear naturally integrated with consistent lighting and shadows."
Au_ani_20005.jpg,"Authentic

The image appears to be authentic. The dog's unusual facial expression is likely due to a moment captured during play, not digital manipulation or splicing."
Au_ani_20006.jpg,Authentic
Au_ani_20007.jpg,Authentic
Au_ani_20008.jpg,Authentic
Au_ani_20009.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and focus are consistent across all subjects, suggesting that the image is original."
Au_ani_20010.jpg,"Authentic

The image shows a dog, another dog, and a sheep sitting together, each with a leash. There are no visible signs of splicing or manipulation; the lighting, shadows, and focus are consistent across the subjects. This appears to be an authentic, unedited photograph."
Au_ani_20011.jpg,"Authentic

The image shows a group of cows and a deer together in a field. There are no visible signs of splicing or manipulation; the lighting, shadows, and proportions are consistent throughout the image. It is not uncommon for deer and cows to be seen together in rural or farm settings."
Au_ani_20012.jpg,"Spliced

The image has been manipulated. The animal on the left has the body of a puppy but the face of a kitten, indicating that the image has been spliced to combine features of different animals."
Au_ani_20013.jpg,Authentic
Au_ani_20014.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and edges appear consistent and natural. The kittens, basket, and yarn balls all fit together seamlessly."
Au_ani_20015.jpg,"Authentic

The image appears to show a natural scene with two birds, one flying above the other. There are no visible signs of splicing or manipulation. The lighting, shadows, and reflections on the water are consistent and natural."
Au_ani_20016.jpg,"Authentic

The image shows a puppy and a wild boar piglet playing together on grass. There are no visible signs of splicing or manipulation; the lighting, shadows, and focus are consistent throughout the image."
Au_ani_20017.jpg,"Authentic

The image appears to show a dog and a wolf pup together, and there are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent across both animals and the background."
Au_ani_20018.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and focus appear consistent throughout the scene. The two dogs lying on the path fit naturally into the environment."
Au_ani_20019.jpg,Authentic
Au_ani_20020.jpg,"Spliced

The image shows three birds on a roof, but the bird on the right appears to have the body of a bird and the head of a pigeon facing backward, which is not natural. This suggests that the image has been manipulated or spliced."
Au_ani_20021.jpg,Authentic
Au_ani_20022.jpg,Authentic
Au_ani_20023.jpg,"Spliced

The image appears to be manipulated. The animal on the left has the body of a horse but the head of a bird, which is not possible in reality. This indicates that the image has been spliced or edited."
Au_ani_20024.jpg,"Authentic

The image appears to be a natural, unedited photograph of people and pigeons in a public area. There are no visible signs of splicing or manipulation."
Au_ani_20025.jpg,Authentic
Au_ani_20026.jpg,Authentic
Au_ani_20027.jpg,Authentic
Au_ani_20028.jpg,"Authentic

The image shows a lioness resting on a tree branch in a natural and relaxed pose. There are no visible signs of splicing or manipulation; the lighting, shadows, and proportions all appear consistent and natural. This is a common behavior for big cats, especially in captivity or in the wild where they seek comfortable resting spots."
Au_ani_20029.jpg,"Spliced

The image appears to be manipulated. At first glance, it looks like an animal lying on a tree branch, but upon closer inspection, the animal's face and body do not align naturally. The face seems to be edited onto the body in an unnatural way, indicating that the image has been spliced."
Au_ani_20030.jpg,Authentic
Au_ani_20031.jpg,"Authentic

The image shows a kitten lying in a pie tin filled with cat food, with its face down as if sleeping or eating. There are no visible signs of digital manipulation or splicing; the lighting, shadows, and edges appear consistent and natural. This is a humorous and candid photo, not a spliced one."
Au_ani_20032.jpg,Authentic
Au_ani_20033.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and edges appear consistent and natural. The gorilla's pose, while unusual, is plausible and does not show evidence of digital alteration."
Au_ani_20034.jpg,Authentic
Au_ani_20035.jpg,"Spliced

The shadows of the cows in the image do not align naturally with their positions and appear to be inconsistent, indicating that the image has been manipulated."
Au_ani_20036.jpg,Authentic
Au_ani_20037.jpg,Authentic
Au_ani_20038.jpg,Authentic
Au_ani_20039.jpg,"Spliced

The image shows a giraffe with an unusually positioned head, which appears to be edited onto the body of another giraffe. The alignment and blending of the neck and head are inconsistent with natural anatomy, indicating manipulation."
Au_ani_20040.jpg,Authentic
Au_ani_20041.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and perspectives are consistent throughout, and all elements appear naturally integrated. The image shows a group of cats eating from various bowls, and everything looks coherent and original."
Au_ani_20042.jpg,"Authentic

The image appears to be an unedited photograph showing a seagull above a school of fish near the water's surface. The lighting, shadows, and reflections are consistent and natural, with no visible signs of splicing or manipulation."
Au_ani_20043.jpg,Authentic
Au_ani_20044.jpg,Authentic
Au_ani_20045.jpg,Authentic
Au_ani_20046.jpg,Authentic
Au_ani_20047.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and focus appear consistent throughout the scene. The elements in the image, such as the rock, animal, and landscape, all blend naturally."
Au_ani_20048.jpg,Authentic
Au_ani_20049.jpg,Authentic
Au_ani_20050.jpg,Authentic
Au_ani_20051.jpg,Authentic
Au_ani_20052.jpg,Authentic
Au_ani_20053.jpg,Authentic
Au_ani_20054.jpg,Authentic
Au_ani_20055.jpg,Authentic
Au_ani_20056.jpg,"Spliced

The image has been manipulated. The butterfly's wing has been edited to resemble the shape of a heart, which is not natural for butterfly wings."
Au_ani_20057.jpg,Authentic
Au_ani_20058.jpg,Authentic
Au_ani_20059.jpg,Authentic
Au_ani_20060.jpg,Authentic
Au_ani_20061.jpg,Authentic
Au_ani_20062.jpg,"Authentic

The image appears to show two birds interacting in a natural setting, with consistent lighting, shadows, and blending of elements. There are no visible signs of splicing or manipulation."
Au_ani_20063.jpg,"Spliced

The image shows two birds that appear to be unnaturally symmetrical, suggesting that one side of the image has been duplicated and mirrored to create the appearance of two birds. This is a common splicing technique."
Au_ani_20064.jpg,Authentic
Au_ani_20065.jpg,Authentic
Au_ani_20066.jpg,Authentic
Au_ani_20067.jpg,Authentic
Au_ani_20068.jpg,"Authentic

The image shows a bird with chicks riding on its back, which is a natural behavior observed in some bird species. There are no visible signs of splicing or manipulation in the image."
Au_ani_20069.jpg,"Authentic

The image appears to be an original, unedited photograph of a bird on water. There are no visible signs of splicing or manipulation. The reflections, lighting, and details are consistent throughout the image."
Au_ani_20070.jpg,Authentic
Au_ani_30001.jpg,Authentic
Au_ani_30002.jpg,Authentic
Au_ani_30003.jpg,Authentic
Au_ani_30004.jpg,"Spliced

The image has been manipulated. The cow's body appears to have a section that is visually replaced by the background, making it look like there is a hole through the cow, which is not natural. This indicates digital editing or splicing."
Au_ani_30005.jpg,Authentic
Au_ani_30006.jpg,Authentic
Au_ani_30007.jpg,Authentic
Au_ani_30008.jpg,Authentic
Au_ani_30009.jpg,"Spliced

The image shows signs of manipulation, such as unnatural repetition and blending of the birds, indicating it has been spliced."
Au_ani_30010.jpg,Authentic
Au_ani_30011.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and edges appear consistent and natural."
Au_ani_30012.jpg,Authentic
Au_ani_30013.jpg,Authentic
Au_ani_30014.jpg,Authentic
Au_ani_30015.jpg,"Spliced

The image shows three cheetahs, but the patterns and positions suggest that at least one of the cheetahs has been duplicated and manipulated to create the appearance of three distinct animals. The alignment and posture are unusually similar, indicating splicing."
Au_ani_30016.jpg,Authentic
Au_ani_30017.jpg,"Spliced

The image has been manipulated. The cheetah's face appears to have been altered or replaced, indicating that the image is not authentic."
Au_ani_30018.jpg,"Authentic

The image appears to be an unedited photograph of a cheetah in its natural habitat. There are no visible signs of splicing or manipulation."
Au_ani_30020.jpg,Spliced
Au_ani_30021.jpg,Authentic
Au_ani_30022.jpg,"Spliced

The image shows a cheetah with an unusual face, suggesting that it has been manipulated or spliced. The face appears to be edited, possibly combining features from different animals or altering the original cheetah's face."
Au_ani_30023.jpg,Authentic
Au_ani_30024.jpg,"Authentic

The image appears to show a natural group of cheetahs resting in the grass, with consistent lighting, shadows, and proportions. There are no visible signs of splicing or manipulation."
Au_ani_30025.jpg,Authentic
Au_ani_30026.jpg,Authentic
Au_ani_30027.jpg,Authentic
Au_ani_30028.jpg,Authentic
Au_ani_30029.jpg,Authentic
Au_ani_30030.jpg,Authentic
Au_ani_30032.jpg,Authentic
Au_ani_30033.jpg,Authentic
Au_ani_30034.jpg,Authentic
Au_ani_30035.jpg,"Spliced

The image shows a cheetah with an unnatural body structure, particularly in the hindquarters, indicating that it has been manipulated."
Au_ani_30036.jpg,Authentic
Au_ani_30037.jpg,Authentic
Au_ani_30038.jpg,Authentic
Au_ani_30039.jpg,Authentic
Au_ani_30040.jpg,Authentic
Au_ani_30041.jpg,"Spliced

The image shows a cheetah with an unnatural body structure, indicating that it has been manipulated or spliced. The midsection of the cheetah appears to be duplicated or misaligned, which is not typical for a real animal."
Au_ani_30042.jpg,Authentic
Au_ani_30043.jpg,Authentic
Au_ani_30044.jpg,Authentic
Au_ani_30045.jpg,Authentic
Au_ani_30046.jpg,Authentic
Au_ani_30047.jpg,Authentic
Au_ani_30048.jpg,Authentic
Au_ani_30049.jpg,Authentic
Au_ani_30050.jpg,Authentic
Au_ani_30051.jpg,Authentic
Au_ani_30052.jpg,Authentic
Au_ani_30053.jpg,Authentic
Au_ani_30054.jpg,"Spliced

The image shows an animal with the face of a leopard and the body of a cheetah, which is not naturally occurring. This indicates that the image has been manipulated."
Au_ani_30055.jpg,Authentic
Au_ani_30056.jpg,Authentic
Au_ani_30057.jpg,"Spliced

The image shows a leopard with an unnatural appearance, as it seems to have two heads and two sets of front legs, indicating that the image has been manipulated or spliced."
Au_ani_30058.jpg,Authentic
Au_ani_30059.jpg,"Spliced

The image shows a leopard with the body of a leopard but the face of a different animal, likely a big cat such as a lion. This indicates that the image has been manipulated or spliced."
Au_ani_30060.jpg,"Authentic

The image appears to be an unedited photograph of a leopard in its natural habitat. There are no visible signs of splicing or manipulation."
Au_ani_30061.jpg,"Spliced

The image shows an animal with the body of a leopard and the face of a different animal, likely a cat, indicating that it has been manipulated."
Au_ani_30062.jpg,Authentic
Au_ani_30063.jpg,"Spliced

The image appears to be manipulated. The tree in the foreground aligns unnaturally with the leopard's body, making it look as if the tree is seamlessly cutting through the animal, which is not possible in a natural, unedited photograph. This suggests the image has been spliced."
Au_ani_30064.jpg,Authentic
Au_ani_30065.jpg,Authentic
Au_ani_30066.jpg,"Spliced

The image shows a leopard with an unusual body alignment, particularly where the body meets the tree, suggesting that two different images have been combined. The head and body do not align naturally, indicating manipulation."
Au_ani_30067.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and edges appear consistent and natural. The leopard's interaction with the tree looks realistic."
Au_ani_30068.jpg,"Authentic

The image appears to be an unedited photograph of a leopard in its natural habitat. There are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent throughout the image."
Au_ani_30069.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and reflections are consistent, and the two leopards appear naturally positioned at the water's edge."
Au_ani_30070.jpg,Authentic
Au_ani_30071.jpg,"Spliced

The image shows an animal with the body of a leopard and the face of a domestic cat, indicating that it has been digitally manipulated."
Au_ani_30072.jpg,Authentic
Au_ani_30073.jpg,"Spliced

The image shows a leopard on a tree branch, but the body of the leopard is edited to blend with the tree, making it appear partially invisible. This indicates manipulation."
Au_ani_30074.jpg,Authentic
Au_ani_30075.jpg,Authentic
